,id,airport_ref,airport_ident,type,description,frequency_mhz
502,50747,936,CFD4,ATF,ATF,123.2
503,301317,937,CFD5,MF,Peace River Radio,122.0
504,49879,945,CFF7,MIL,Range Control,49.9
505,50422,947,CFG3,ATF,ATF,123.2
506,311272,46534,CFG6,ARR/DEP,Edmonton Control,135.5
507,75446,46534,CFG6,ATF,"Firebag Traffic, irregular below 3500ASL",123.5
508,311273,46534,CFG6,CLNC DEL,Edmonton Control,134.025
509,311271,46534,CFG6,RCO,Edmonton Radio (FISE),123.55
510,49908,951,CFH4,ATF,UNICOM/CTAF,122.2
511,49903,960,CFL2,UNIC,ATF/UNICOM,122.9
512,75489,965,CFM5,CTAF,Hamburg UNICOM,130.275
513,307652,971,CFN5,ATF,,123.2
514,49891,972,CFN7,ATF,ATF,123.2
515,50312,978,CFP7,MIL,Range Control,49.9
516,75479,982,CFQ4,ATF,,123.2
517,50572,990,CFS5,ATF,ATF,123.2
518,49875,991,CFS6,ATF,ATF,123.2
519,49897,998,CFT8,UNIC,ATF/UNICOM,122.8
520,50546,999,CFT9,UNIC,ATF/UNICOM,122.8
521,75439,1003,CFU9,CTAF,,123.2
522,49902,1014,CFX2,UNIC,ATF,122.8
523,50411,1016,CFX4,ATF,ATF,123.2
524,75477,1018,CFX8,ATF,,123.4
525,75478,1020,CFY4,ATF,,123.2
526,328831,320473,CGB3,tfc,,123.2
527,75528,1028,CGL2,CTAF,,122.9
528,75501,46612,CGR2,CTAF,,123.2
529,75502,46614,CGV4,CTAF,,123.2
530,75503,46615,CGV6,CTAF,,123.2
531,311599,311598,CHD4,ATF,"Thamesford Traffic, 3NM below 4100ASL",123.2
532,75168,43875,CHF2,ATF,,123.2
533,50366,1045,CJA3,UNIC,ATF/UNICOM,123.0
534,50109,1049,CJB3,ATF,ATF,122.7
535,50495,1052,CJB8,ATF,ATF,123.2
536,50101,1056,CJC5,UNIC,ATF,122.8
537,49901,1062,CJD5,ATF,ATF,123.2
538,49951,1064,CJE3,UNIC,ATF/UNICOM,122.8
539,307894,1069,CJF3,ATF,,123.2
540,50958,1080,CJJ4,ATF,ATF,122.8
541,49885,1082,CJJ8,ATF,ATF,123.2
542,50207,1085,CJK4,ATF,ATF,122.8
543,50683,1091,CJL6,ATF,ATF,123.2
544,50137,1096,CJM5,ATF,ATF,123.2
545,50085,1108,CJQ3,ATF,ATF,122.8
546,50086,1108,CJQ3,RCO,EDMONTON RDO,123.55
547,50420,1109,CJQ4,UNIC,ATF/UNICOM,122.8
548,50981,1111,CJQ6,A/G,AIR GND,444.1
549,50982,1111,CJQ6,ATF,"Tanquary Traffic, 5nm below 3100ASL",123.2
550,50842,1113,CJR2,ATF,ATF,123.2
551,49993,1115,CJR4,ATF,ATF,123.2
552,75444,1137,CJV4,ATF,"Otter Lake Unicom/Traffic, 5nm below 4300ASL",122.8
553,50886,1138,CJV5,ATF,ATF,122.8
554,50866,1145,CJW5,ATF,ATF/UNICOM,122.8
555,50867,1145,CJW5,RDO,EDMONTON,122.2
556,50319,1149,CJX5,ATF,ATF,123.2
557,50673,1151,CJY3,ATF,ATF,122.8
558,50320,1155,CJZ3,ATF,ATF,122.8
559,50321,1155,CJZ3,UNIC,UNICOM,122.8
560,49905,1163,CKB7,ATF,ATF,123.2
561,50022,1170,CKD5,ATF,ATF,123.2
562,49988,1174,CKE8,UNIC,ATF/UNICOM,122.8
563,300273,1184,CKG8,ATF,Kakabeka Traffic,123.0
564,50311,1185,CKH2,UNIC,ATF/UNICOM,122.8
565,50839,1202,CKL5,ATF,ATF/UNICOM,122.8
566,49899,1219,CKQ5,ATF,ATF,123.2
567,50504,1220,CKQ6,ATF,ATF,123.2
568,70527,16754,CL35,UNIC,CTAF/UNICOM,122.8
569,68378,16765,CL46,CTAF,CTAF,122.9
570,299245,299244,cla5,MF,Lethbridge Radio,121.0
571,75179,1265,CLA6,ATF,,123.2
572,75408,46497,CLB2,CTAF,,123.2
573,75533,1266,CLC2,MF,Sault Radio,119.4
574,75532,1266,CLC2,TWR,London Tower,119.4
575,308003,1268,CLG3,ATF,,123.2
576,49904,1272,CLM2,ATF,ATF,123.2
577,299266,299265,clv2,CTAF,,122.85
578,75524,44690,CLW3,CTAF,,123.2
579,75217,1276,CMA2,ATF,,123.2
580,299181,299180,cmb2,UNICOM ltd hrs O,,123.35
581,310990,310989,CMB7,CTAF,,123.2
582,75504,46616,CMF2,TWR,Edmonton International Tower,118.3
583,299242,298378,CMF3,CTAF,,123.2
584,75451,46539,CMN5,CTAF,,123.2
585,75410,46498,CMW3,CTAF,,123.2
586,311602,311601,CMZ2,ATF,"Arthur Traffic, 3NM below 4600ASL",123.4
587,321592,44158,CN-0080,TOWER,,130.0
588,51273,27224,CN-0164,APP,QINGDAO,119.4
589,51274,27224,CN-0164,ATIS,ATIS,127.2
590,51275,27224,CN-0164,GND,QINGDAO GND,121.65
591,51276,27224,CN-0164,TWR,QINGDAO TWR,118.7
592,49915,1286,CNA3,APP,TORONTO CNTR,124.025
593,49916,1286,CNA3,UNIC,ATF/UNICOM,123.0
594,75170,1289,CNA8,ATF,Winchester Traffic,122.8
595,75171,1289,CNA8,UNICOM,,122.8
596,75381,1290,CNA9,TFC,Tomvale Traffic,122.8
597,50271,1294,CNC3,A/D,TORONTO TRML,119.3
598,50272,1294,CNC3,UNIC,ATF/UNICOM,123.3
599,75537,1295,CNC4,CTAF,,123.0
600,75546,1297,CND3,A/G,Ambulance Dispatch,129.275
601,75545,1297,CND3,ATF,,123.0
602,298635,1298,CND4,ATF,UNICOM,123.2
603,49907,1300,CNE4,UNIC,ATF/UNICOM,122.8
604,75529,1301,CNE9,CTAF,,122.8
605,75173,1303,CNF3,ATF,,123.3
606,75174,1303,CNF3,UNICOM,"Pendleton Unicom, Saturday and Sunday only",123.3
607,50895,1304,CNF4,CNTR,TORONTO CNTR,134.25
608,50896,1304,CNF4,UNIC,ATF/UNICOM,122.725
609,75435,1311,CNJ3,ATF,Fort Erie Traffic,123.2
610,332482,1312,CNJ4,ATF,Orillia Traffic,122.8
611,332483,1312,CNJ4,UNICOM,Orillia UNICOM,122.8
612,50143,1314,CNK4,A/D,TORONTO RDO,126.7
613,50144,1314,CNK4,UNIC,ATF/UNICOM,122.8
614,75536,1316,CNK9,MF,Waterloo Traffic,126.0
615,75535,1316,CNK9,TWR,Waterloo Tower,126.0
616,50134,1317,CNL3,A/D,MONTREAL CNTR,134.675
617,50135,1317,CNL3,AWOS,AWOS,118.525
618,50136,1317,CNL3,UNIC,ATF/UNICOM,123.0
619,75542,1322,CNM3,A/G,Ambulance Dispatch,129.275
620,75526,1325,CNN3,A/G,,122.9
621,75525,1325,CNN3,CTAF,,122.725
622,50039,1328,CNP3,A/D,OTTAWA TRML,124.275
623,50040,1328,CNP3,UNIC,ATF/UNICOM,122.7
624,75490,46592,CNP6,CTAF,,123.2
625,75181,1329,CNP7,ATF,,122.8
626,75475,1330,CNP8,ATF,Greenbank Traffic,122.725
627,50763,1331,CNQ3,A/D,BUFFALO APP,126.5
628,50764,1331,CNQ3,TCA,TORONTO TRML,133.4
629,50765,1331,CNQ3,UNIC,ATF/UNICOM,123.5
630,50816,1332,CNQ4,CNTR,TORONTO CNTR,135.3
631,50817,1332,CNQ4,UNIC,ATF/UNICOM,123.0
632,49917,1334,CNR4,UNIC,ATF/UNICOM,122.8
633,75167,1335,CNR6,ATF,Carleton Place Traffic,123.2
634,75539,1337,CNS3,A/G,Ambulance Dispatch,129.275
635,75538,1337,CNS3,CTAF,,123.2
636,75178,1338,CNS4,ATF,,123.2
637,75157,1341,CNS8,ATF,Morrisburg Traffic,123.2
638,75419,1346,CNT7,CTAF,Picton Traffic,123.2
639,298490,1349,CNU8,ATF,,122.8
640,75541,1351,CNV3,A/G,Ambulance Dispatch,129.275
641,75176,1352,CNV4,ATF,,123.3
642,75246,1353,CNV8,UNICOM,,122.775
643,306925,306924,CNV9,CTAF,Neuville Traffic,123.35
644,75163,1355,CNW3,ATF,Bancroft Traffic,122.8
645,75164,1355,CNW3,UNICOM,Bancroft Unicom,122.8
646,50110,1361,CNY3,CNTR,TORONTO CNTR,132.575
647,50111,1361,CNY3,UNIC,ATF/UNICOM,122.85
648,75423,1362,CNY4,CTAF,,123.2
649,299314,1365,CNZ4,CTAF,,123.2
650,49929,1368,CNZ8,A/D,TORONTO TRML,128.27
651,49930,1368,CNZ8,TWR,HAMILTON TWR,125.0
652,49931,1368,CNZ8,UNIC,ATF/UNICOM,123.35
653,58980,16854,CO00,UNIC,UNICOM,122.8
654,67419,16869,CO15,UNIC,UNICOM,123.05
655,66563,16909,CO55,UNIC,UNICOM,123.3
656,66376,16943,CO90,ASOS,ASOS,118.325
657,66377,16943,CO90,UNIC,UNICOM,122.725
658,75505,46617,COB4,CTAF,,123.2
659,75522,43873,COL2,CTAF,,123.2
660,75521,1369,COP2,CTAF,,122.8
661,75420,1372,CPA4,CTAF,,122.9
662,298794,1382,CPB8,Unicom,,123.2
663,75474,1383,CPB9,ATF,,122.8
664,75515,1384,CPC3,CTAF,,123.4
665,75471,46491,CPC7,ATF,,123.2
666,75175,1391,CPD8,ATF,,123.3
667,75421,1393,CPE2,Ambulance Dispat,,129.275
668,50691,1395,CPE4,ATF,ATF,123.2
669,50163,1401,CPF2,CNTR,TORONTO CNTR,132.65
670,50164,1401,CPF2,RCO,LONDON RDO,122.5
671,50165,1401,CPF2,UNIC,ATF/UNICOM,122.8
672,315083,1402,CPF4,tfc,Cobden Traffic,123.2
673,298612,1403,CPF6,TFC,Stoney Creek Traffic,122.8
674,75177,1407,CPG5,ATF,,123.2
675,75517,1409,CPG7,CTAF,,123.4
676,75216,1412,CPH2,ATF,,122.8
677,350130,1425,CPK7,RCO,Quebec Radio,123.15
678,350131,1425,CPK7,TWR,Ottawa Tower,118.8
679,75506,46601,CPK9,CTAF,,123.4
680,75169,1427,CPL3,ATF,,123.4
681,50002,1429,CPL5,ATF,ATF,123.2
682,299813,1433,CPM5,CTAF,,123.2
683,314445,314444,CPP3,ATF,,123.2
684,338644,1440,CPP6,CTAF,,123.2
685,75172,1444,CPR2,ATF,Embrun Traffic,123.2
686,75322,1445,CPR3,Advisory,Palmerston traffic,123.2
687,75323,1445,CPR3,Gliding,TOGA gliding club,123.4
688,75534,1447,CPR5,CTAF,,122.8
689,49939,1448,CPR7,ATF,ATF,123.0
690,75518,46626,CPR9,CTAF,,123.4
691,75431,1450,CPS2,ATF,Elmhirst Traffic,122.8
692,75432,1450,CPS2,UNICOM,Elmhirst Unicom,122.8
693,320044,1451,CPS4,ATF,"traffic, 5NM 4000 ASL",123.2
694,75520,1454,CPS7,CTAF,,123.2
695,49925,1455,CPT2,ATF,ATF,122.8
696,75422,1456,CPT3,CTAF,Rocton Unicom,122.725
697,75564,1458,CPU3,ATF,Rodney Traffic,123.2
698,50208,1460,CPU6,UNIC,ATF/UNICOM,123.5
699,75523,1461,CPV2,CTAF,,123.2
700,75507,46618,CPY9,CTAF,,123.2
701,50890,1480,CPZ3,ATF,ATF,123.3
702,50891,1480,CPZ3,OPS,TRENTON MIL ADVSY,122.35
703,50892,1480,CPZ3,TWR,TRENTON TWR,128.7
704,75527,1481,CRB2,CTAF,,122.9
705,309276,1483,CRB5,UNICOM,,122.9
706,75530,44372,CRJ2,CTAF,,122.9
707,75531,1494,CRML,CTAF,,122.9
708,300232,300230,crt2,UNICOM ltd hrs O,,122.8
709,298326,298325,CSA,Vhf,CSA Traffic,123.45
710,298327,298325,CSA,Vhf,CSA Traffic,139.33
711,75237,28323,CSA4,ATF,,123.2
712,75509,44427,CSB2,A/G,Sable Island UNICOM,122.9
713,75508,44427,CSB2,MF,,122.75
714,325725,1499,CSB3,ATF,Traffic Beloeil,122.7
715,50418,1502,CSC3,CNTR,MONTREAL CNTR,128.225
716,50419,1502,CSC3,UNIC,ATF/UNICOM,122.8
717,75510,1504,CSC9,ATF,,123.0
718,50744,1507,CSD4,CNTR,MONTREAL CNTR,126.575
719,50745,1507,CSD4,RCO,QUEBEC RDO,122.1
720,50746,1507,CSD4,UNIC,ATF/UNICOM,122.8
721,332258,314907,CSD7,CTAF,,122.9
722,50944,1511,CSE4,CNTR,MONTREAL APP,124.65
723,50945,1511,CSE4,DEP,MONTREAL DEP,132.85
724,50946,1511,CSE4,UNIC,ATF/UNICOM,123.0
725,50547,1512,CSE5,UNIC,ATF/UNICOM,122.8
726,49956,1517,CSG3,UNIC,ATF/UNICOM,123.5
727,49912,1518,CSG5,ATF,ATF,123.2
728,50682,1521,CSH4,ATF,ATF,123.2
729,310720,28308,CSH8,ATF,,123.2
730,50255,1526,CSJ4,UNIC,ATF/UNICOM,122.8
731,50903,1528,CSK3,RDO,MF,122.35
732,50831,1535,CSL3,UNIC,ATF/UNICOM,122.7
733,75399,46493,CSL7,CTAF,,123.4
734,75544,46621,CSL8,A/G,Ambulance Dispatch,129.275
735,75543,46621,CSL8,ATF,,123.0
736,50405,1538,CSM3,ARR,MONTREAL CNTR,132.35
737,50406,1538,CSM3,UNIC,ATF/UNICOM,122.8
738,298853,1550,CSP6,CTAF,,123.2
739,50087,1551,CSQ3,UNIC,ATF/UNICOM,122.8
740,50972,1552,CSR3,A/D,MONTREAL CNTR,132.35
741,50973,1552,CSR3,UNIC,ATF/UNICOM,123.0
742,50167,1556,CSR8,ATF,ATF,122.8
743,50166,1556,CSR8,CNTR,MONTREAL CNTR,125.9
744,50168,1556,CSR8,RDO,QUEBEC RDO,126.7
745,50132,1558,CSS3,ATF,,123.5
746,75180,1558,CSS3,UNICOM,,123.5
747,332423,1560,CST3,ATF,St-Lazare traffic,123.5
748,332424,1560,CST3,UNICOM,St-Lazare UNICOM,123.5
749,298296,1562,CST7,ATF,,123.5
750,49913,1564,CSU3,ATF,ATF,123.2
751,299270,299269,csv8,CTAF,,123.2
752,75453,1571,CSW5,A/G,Tour de Bell,130.25
753,75452,1571,CSW5,RADIO,Mirabel Radio,119.1
754,50827,1575,CSY3,ATF,ATF,123.2
755,50484,1587,CTA4,ATF,ATF,123.2
756,50485,1587,CTA4,RDO,QUEBEC RDO,126.7
757,310719,28288,CTD3,ATF,,123.5
758,75493,46595,CTF4,CTAF,,123.2
759,50769,1596,CTG3,A/D,QUEBEC RDO,126.7
760,50770,1596,CTG3,UNIC,ATF/UNICOM,122.35
761,300235,300234,CTH2,ATF,"Thor Lake Unicom/Traffic, lighted hrs, 5nm3800ASL",122.725
762,332257,313805,CTN7,CTAF,Canton Traffic,123.2
763,49877,1617,CTT5,ATF,ATF,123.5
764,75559,44471,cvb2,MF,Voisey's Bay,123.2
765,318124,44471,cvb2,MF,Voisey's Bay,123.2
766,75519,46627,CVF2,CTAF,,123.2
767,299278,299277,cwf2,CTAF,,123.2
768,75494,46596,CYAB,MF,,122.1
769,50322,1654,CYAG,AWOS,AWOS,120.0
770,50323,1654,CYAG,CNTR,MINNEAPOLIS CNTR,120.9
771,50324,1654,CYAG,UNIC,ATF/UNICOM,122.8
772,50471,1657,CYAM,A/G,MF,118.8
773,50472,1657,CYAM,ATIS,ATIS,133.05
774,50473,1657,CYAM,CNTR,TORONTO CNTR,132.65
775,50474,1657,CYAM,GND,GND,121.7
776,50475,1657,CYAM,RCO,LONDON RDO,122.5
777,50476,1657,CYAM,TWR,TWR,118.8
778,49999,1661,CYAU,CNTR,MONCTON CNTR,123.9
779,50000,1661,CYAU,UNIC,ATF/UNICOM,122.8
780,49990,1662,CYAV,ATF,ATF,118.5
781,49989,1662,CYAV,ATIS,ATIS,125.8
782,49991,1662,CYAV,GND,GND,121.8
783,49992,1662,CYAV,TWR,TWR,118.5
784,50198,1663,CYAW,A/D,HALIFAX APP/DEP,119.2
785,50200,1663,CYAW,ATF,ATF,126.2
786,50199,1663,CYAW,ATIS,ATIS,129.175
787,50201,1663,CYAW,GND,GND,121.7
788,50202,1663,CYAW,OPS,OPS,30.88
789,50203,1663,CYAW,PMSV,PMSV METRO,34.46
790,50204,1663,CYAW,TWR,TWR,119.0
791,50878,1664,CYAX,UNIC,ATF/UNICOM,122.8
792,50940,1665,CYAY,ATF,ATF,122.3
793,50938,1665,CYAY,AWOS,AWOS1,118.65
794,50939,1665,CYAY,CNTR,GANDER CNTR,133.0
795,50941,1665,CYAY,FSS,RDO,122.3
796,50942,1665,CYAY,RCO,HALIFAX RDO,123.275
797,50943,1665,CYAY,RDO,MF,122.3
798,50345,1666,CYAZ,CNTR,VANCOUVER CNTR,132.9
799,50346,1666,CYAZ,RCO,PACIFIC RDO,123.25
800,298606,1667,CYBA,ATF,Banff Traffic,123.3
801,298608,1667,CYBA,PAL,Edmonton Centre,133.75
802,298607,1667,CYBA,RDO,Edmonton Radio,123.55
803,50999,1668,CYBB,ATF,MANDATORY FREQ,122.1
804,51000,1668,CYBB,RDO,ARPT RDO,122.1
805,50209,1669,CYBC,A/D,MONTREAL CNTR,134.65
806,50210,1669,CYBC,RCO,MONT JOLI RDO,118.3
807,50211,1669,CYBC,RDO,MF MONT JOLI RDO,118.3
808,50521,1670,CYBD,ATF,ATF,122.8
809,50522,1670,CYBD,RCO,PACIFIC RDO,126.7
810,50365,1671,CYBE,ATF,ATF,123.2
811,50186,1672,CYBF,ATF,ATF,123.2
812,50818,1673,CYBG,A/D,TRML,127.2
813,50819,1673,CYBG,AAS,VFR ADVSY,121.2
814,50820,1673,CYBG,ATIS,ATIS,124.2
815,50821,1673,CYBG,CLD,CLNC DEL,119.0
816,50822,1673,CYBG,GND,GND,121.7
817,50823,1673,CYBG,OPS,WING OPS,26.46
818,50824,1673,CYBG,PMSV,PMSV,34.46
819,50825,1673,CYBG,TWR,TWR,126.2
820,51032,1674,CYBK,FSS,ARCTIC RDO,568.0
821,51033,1674,CYBK,UNIC,ARPT RDO,122.1
822,50695,1675,CYBL,A/D,COMOX TRML ARR/DEP,123.7
823,50696,1675,CYBL,A/G,MF CAMPBELL RDO,122.0
824,50698,1675,CYBL,ATF,ATF,122.0
825,50697,1675,CYBL,ATIS,ATIS,128.55
826,50699,1675,CYBL,FSS,RDO,122.0
827,50700,1675,CYBL,RCO,PACIFIC RDO,126.7
828,50447,1678,CYBR,A/G,MF,122.1
829,50448,1678,CYBR,CNTR,WINNIPEG CNTR,132.25
830,50449,1678,CYBR,RCO,WINNIPEG RDO,126.7
831,50450,1678,CYBR,RDO,RDO,122.1
832,50412,1682,CYBW,A/G,MF CALGARY  RDO,118.2
833,50413,1682,CYBW,ATIS,ATIS,127.9
834,50414,1682,CYBW,GND,GND,121.8
835,50415,1682,CYBW,RCO,EDMONTON RDO,123.375
836,50416,1682,CYBW,TWR,TWR,118.2
837,75166,1682,CYBW,TWR,Tower Inner,120.7
838,50544,1683,CYBX,RCO,QUEBEC RDO,122.0
839,50545,1683,CYBX,RDO,MF,122.0
840,51005,1685,CYCB,ACC,ARTIC RDO,126.7
841,51006,1685,CYCB,ARTC,ARTIC RDO,126.7
842,51007,1685,CYCB,ATF,MANDATORY FREQ,122.1
843,51008,1685,CYCB,OPS,OPS,22.89
844,51009,1685,CYCB,RDO,ARPT RDO,122.1
845,50635,1686,CYCC,A/D,BOSTON CNTR,135.25
846,50636,1686,CYCC,UNIC,ATF/UNICOM,122.775
847,50125,1687,CYCD,APP,VICTORIA TRML,133.95
848,50126,1687,CYCD,ATF,ATF,122.1
849,309998,1687,CYCD,ATIS,Nanaimo ATIS,128.425
850,50127,1687,CYCD,FSS,RDO,122.1
851,50128,1687,CYCD,RCO,PACIFIC RDO,126.7
852,50028,1688,CYCE,UNIC,ATF/UNICOM,122.8
853,49983,1689,CYCG,ATF,ATF,122.1
854,49982,1689,CYCG,CNTR,VANCOUVER CNTR,134.2
855,49984,1689,CYCG,RCO,KAMLOOPS RDO,126.7
856,49985,1689,CYCG,RDO,RDO,122.1
857,50059,1690,CYCH,CNTR,MONCTON CNTR,123.7
858,50060,1690,CYCH,UNIC,ATF/UNICOM,122.7
859,50828,1364,CYCK,CNTR,CLEVELAND CNTR,132.25
860,50829,1364,CYCK,UNIC,ATF/UNICOM,123.2
861,50771,1691,CYCL,A/G,MF,122.2
862,50773,1691,CYCL,ATF,ATF,122.2
863,50772,1691,CYCL,CNTR,MONCTON CNTR,134.25
864,50774,1691,CYCL,RCO,QUEBEC RDO,126.7
865,50142,1692,CYCN,ATF,ATF,122.8
866,51030,1693,CYCO,ATF,MANDATORY FREQ,122.1
867,51031,1693,CYCO,RDO,ARPT RDO,122.1
868,50712,1694,CYCP,ATF,ATF,123.2
869,50967,1695,CYCQ,ATF,ATF,123.2
870,50968,1695,CYCQ,RCO,EDMONTON RDO,126.7
871,50097,1698,CYCT,ATF,ATF,122.8
872,50893,1699,CYCW,UNIC,ATF/UNICOM,122.7
873,50992,1701,CYCY,ATF,MANDATORY FREQ,122.1
874,50991,1701,CYCY,AWOS,AWOS,124.6
875,50993,1701,CYCY,RDO,ARPT RDO,122.1
876,50542,1702,CYCZ,ATF,ATF,123.2
877,50543,1702,CYCZ,RCO,PACIFIC RDO,126.7
878,51020,1703,CYDA,ATF,MANDATORY FREQ,122.1
879,51021,1703,CYDA,RCO,WHITEHORSE RDO,126.7
880,51022,1703,CYDA,RDO,ARPT RDO,122.1
881,51068,1704,CYDB,ATF,MANDTORY FREQUENCY,122.1
882,51067,1704,CYDB,AWOS,AWOS,128.7
883,51069,1704,CYDB,RCO,WHITEHORSE RDO,126.7
884,51070,1704,CYDB,RDO,ARPT RDO,122.1
885,50130,1705,CYDC,ATF,ATF,123.2
886,50129,1705,CYDC,CNTR,VANCOUVER,135.0
887,50131,1705,CYDC,RCO,PACIFIC RDO,125.85
888,50559,1706,CYDF,CNTR,GANDER CNTR,134.6
889,50560,1706,CYDF,FSS,RDO,122.2
890,50561,1706,CYDF,RCO,HALIFAX RDO,126.7
891,50562,1706,CYDF,RDO,MF,122.2
892,50686,1708,CYDL,ATF,ATF,123.2
893,50685,1708,CYDL,CNTR,EDMONTON CNTR,134.05
894,50687,1708,CYDL,RCO,WHITEHORSE RDO,126.7
895,50298,1710,CYDN,A/G,MF WINNIPEG RDO,122.3
896,50299,1710,CYDN,AWOS,AWOS,128.6
897,50300,1710,CYDN,RCO,WINNIPEG RDO,122.3
898,49910,1711,CYDO,A/D,ROBERVAL RDO,126.7
899,49911,1711,CYDO,UNIC,ATF/UNICOM,122.7
900,50482,1713,CYDQ,A/G,MF PEACE RIVER RDO,122.2
901,50483,1713,CYDQ,RDO,RCO,122.2
902,50061,1716,CYEE,CNTR,TORONTO CNTR,124.025
903,50062,1716,CYEE,UNIC,ATF/UNICOM,122.85
904,50389,1717,CYEG,AAS,TWR VFR ADVSY SVC,118.3
905,50390,1717,CYEG,APP,APP,118.3
906,50391,1717,CYEG,ARR,ARR,120.5
907,50392,1717,CYEG,ATIS,ATIS,128.0
908,50393,1717,CYEG,CLD,CLNC DEL,124.1
909,50394,1717,CYEG,DEP,DEP,133.65
910,50395,1717,CYEG,FSS,RDO,122.5
911,50396,1717,CYEG,GND,GND,121.7
912,50398,1717,CYEG,INFO,EXEC FLT CTR,122.95
913,50397,1717,CYEG,INFO,FLT TECH AVN INC,123.0
914,50399,1717,CYEG,TWR,TWR,118.3
915,51052,1718,CYEK,AWOS,AWOS,128.7
916,51053,1718,CYEK,RDO,ARPT RDO,122.1
917,50468,1719,CYEL,CNTR,TORONTO CNTR,135.4
918,50469,1719,CYEL,UNIC,ATF/UNICOM,123.0
919,50138,1720,CYEM,CNTR,TORONTO CNTR,135.4
920,50139,1720,CYEM,UNIC,ATF/UNICOM,122.8
921,50748,1721,CYEN,ATF,ATF,123.0
922,50868,1723,CYES,UNIC,ATF/UNICOM,122.8
923,50880,1724,CYET,ATF,ATF,123.2
924,300067,1724,CYET,AWOS,,128.75
925,50984,1725,CYEU,UNIC,ATF/UNICOM,122.8
926,50191,1726,CYEV,ATIS,Lighted hrs,128.5
927,311298,1726,CYEV,MF,"Inuvik Radio, 5nm below 3200",122.3
928,50192,1726,CYEV,PAL,Edmonton Control,132.4
929,50193,1726,CYEV,RADIO,,122.3
930,50195,1726,CYEV,RCO,Artic Radio (FISE),123.375
931,50194,1726,CYEV,VDF,,122.3
932,50354,1727,CYEY,CNTR,MONTREAL CNTR,125.9
933,50355,1727,CYEY,RDO,QUEBEC RDO,126.7
934,50356,1727,CYEY,UNIC,ATF/UNICOM,122.8
935,311299,1729,CYFB,APRON ADV,,122.925
936,50737,1729,CYFB,FSS,RDO,122.2
937,50738,1729,CYFB,INTL AIR,Gander Radio,126.9
938,50735,1729,CYFB,MF,"Iqalluit Radio, 5nm below 3100ASL",122.2
939,50736,1729,CYFB,PAL,Montreal Control,134.55
940,50740,1729,CYFB,RCO,"Artic Radio, (FISW)",123.275
941,50739,1729,CYFB,VDF,,122.2
942,50378,1730,CYFC,A/G,MF,119.0
943,50379,1730,CYFC,CNTR,MONCTON CNTR,124.3
944,50380,1730,CYFC,RDO,RDO,119.0
945,50523,1731,CYFD,A/D,TORONTO TRML,128.27
946,50524,1731,CYFD,UNIC,ATF/UNICOM,122.825
947,49895,1732,CYFE,ATF,ATF,123.2
948,50684,1734,CYFJ,ATF,ATF/UNICOM,122.7
949,75511,1734,CYFJ,PAL,Montreal Center,133.9
950,50604,1735,CYFO,A/G,WINNIPEG RDO MF,122.0
951,50605,1735,CYFO,RCO,WINNIPEG RDO,122.0
952,51054,1736,CYFR,ATF,MANDATORY FREQ,122.1
953,51055,1736,CYFR,RDO,ARPT RDO,122.1
954,50372,1737,CYFS,CNTR,EDMONTON CNTR,135.4
955,50374,1737,CYFS,MF,FT SIMPSON RDO,122.2
956,50373,1737,CYFS,RCO,YELLOWKNIFE RDO,126.7
957,50701,1739,CYGB,ATF,ATF,122.7
958,49994,1740,CYGD,CNTR,TORONTO CNTR,135.3
959,49995,1740,CYGD,UNIC,ATF/UNICOM,122.7
960,50864,1741,CYGE,RCO,PACIFIC RDO,126.7
961,50865,1741,CYGE,UNIC,ATF/UNICOM,122.8
962,51027,1742,CYGH,ATF,MANDATORY FREQ,122.1
963,51028,1742,CYGH,FSS,NORMAN WELLS RDO,126.7
964,51029,1742,CYGH,RDO,AIRPORT RDO,122.1
965,50802,1743,CYGK,ATF,Kingston Traffic,122.5
966,75159,1743,CYGK,MF,"Kingston Radio, 0615-2300 local",122.5
967,50803,1743,CYGK,RADIO,Kingston Radio,122.5
968,75160,1743,CYGK,RCO,London Radio,123.55
969,75161,1743,CYGK,VDF,Kingston Radio,122.5
970,50550,1744,CYGL,A/G,MF,122.3
971,50551,1744,CYGL,CNTR,MONTREAL CNTR,132.1
972,50552,1744,CYGL,RCO,QUEBEC RDO,126.7
973,50553,1744,CYGL,RDO,RDO,122.3
974,50805,1745,CYGM,A/G,MF,122.15
975,50806,1745,CYGM,UNIC,UNICOM,122.15
976,50029,1747,CYGP,RCO,QUEBEC RDO,122.3
977,50030,1747,CYGP,RDO,MF QUEBEC RDO,122.3
978,50466,1748,CYGQ,RCO,LONDON RDO,126.7
979,50467,1748,CYGQ,UNIC,ATF/UNICOM,122.8
980,50678,1749,CYGR,CNTR,MONCTON CNTR,134.35
981,50679,1749,CYGR,FSS,MADELEINE RDO,123.15
982,50680,1749,CYGR,RCO,QUEBEC RDO,126.7
983,50681,1749,CYGR,RDO,MF,123.15
984,50386,1751,CYGV,AWOS,AWOS,125.95
985,50387,1751,CYGV,RCO,QUEBEC RDO,122.0
986,50388,1751,CYGV,RDO,MF,122.0
987,50856,1756,CYHB,ATF,ATF,122.8
988,50400,1757,CYHD,A/G,MIN NATL RESOURCES,122.9
989,50401,1757,CYHD,CNTR,WINNIPEG CNTR,132.2
990,50402,1757,CYHD,RCO,WINNIPEG RDO,122.1
991,50403,1757,CYHD,RDO,MF,122.1
